Date;Open;High;Low;Close
2022-12-14T05:00:00+01:00;162.26;162.49;160.25;160.74
2022-12-15T05:00:00+01:00;160.74;161.25;157.72;160.31
2022-12-16T05:00:00+01:00;160.21;162.48;159.95;160.24
2022-12-19T05:00:00+01:00;159.9;160.12;157;157.61
2022-12-20T05:00:00+01:00;157.49;159.45;157.38;158.94
2022-12-21T05:00:00+01:00;159.44;160;156.5;157.59
2022-12-22T05:00:00+01:00;157.69;159;157.12;157.95
2022-12-23T05:00:00+01:00;157.95;162.5;157.22;160.89
2022-12-26T05:00:00+01:00;161.73;163.1;160.8;162.12
2022-12-27T05:00:00+01:00;162.46;164.98;161.98;164.07
2022-12-28T05:00:00+01:00;164.25;164.79;161.81;161.82
2022-12-29T05:00:00+01:00;161.8;163.38;161.74;162.91
2022-12-30T05:00:00+01:00;162.91;164;161.8;162.56
